,semiangle_cutoff,defocus,energy,max_iter,step_size,identical_slices_iter,slice_thicknesses,num_slices,NMSE
837,29.6,137.0,282000.0,19.0,0.2,395.0,43.0,34.0,0.4642880856990814
838,6.7,81.0,103000.0,10.0,0.76,276.0,25.1,7.0,0.5103525519371033
839,20.1,182.0,158000.0,12.0,0.13,338.0,5.8,25.0,0.4111151397228241
840,12.4,186.0,276000.0,1.0,0.25,269.0,24.3,5.0,1.047485589981079
841,17.8,199.0,96000.0,11.0,0.17,382.0,40.2,84.0,0.5106233954429626
842,20.6,135.0,19000.0,13.0,0.95,432.0,33.9,20.0,0.5538896918296814
843,2.9,111.0,219000.0,8.0,0.52,147.0,33.4,22.0,0.7638833522796631
844,26.7,131.0,107000.0,19.0,0.81,276.0,17.3,9.0,0.4492398202419281
845,24.5,189.0,8000.0,18.0,0.44,469.0,17.8,47.0,0.4956849217414856
846,8.9,159.0,74000.0,2.0,0.16,301.0,31.6,73.0,0.9750056862831117
847,4.0,140.0,107000.0,9.0,0.37,171.0,7.1,67.0,0.6455144286155701
848,23.1,188.0,5000.0,8.0,0.54,346.0,43.5,56.0,0.7070672512054443
849,21.5,147.0,54000.0,16.0,0.05,383.0,48.0,32.0,0.45578059554100037
850,16.0,149.0,6000.0,14.0,0.76,334.0,49.9,91.0,0.5654842257499695
851,11.8,29.0,186000.0,7.0,0.47,258.0,1.7,9.0,0.49747282266616816
852,5.9,57.0,33000.0,5.0,0.53,312.0,45.2,22.0,0.5337399840354919
853,8.8,133.0,81000.0,4.0,0.39,412.0,18.0,31.0,0.7098093032836914
854,21.3,94.0,148000.0,10.0,0.43,216.0,35.5,11.0,0.5205171704292297
855,29.6,145.0,256000.0,15.0,0.88,469.0,38.6,13.0,0.44847762584686274
856,24.9,16.0,48000.0,15.0,0.69,384.0,21.4,31.0,0.5607309937477112
857,11.9,43.0,148000.0,1.0,0.2,263.0,26.3,3.0,1.0952653884887695
858,13.1,186.0,48000.0,5.0,0.99,259.0,3.9,63.0,0.5873972177505493
859,4.0,194.0,158000.0,3.0,0.57,320.0,1.6,28.0,0.8534908890724182
860,21.9,26.0,273000.0,15.0,0.05,47.0,26.4,1.0,0.44883224368095404
861,3.7,133.0,148000.0,9.0,0.32,45.0,41.6,98.0,0.9367033243179321
862,10.6,8.0,77000.0,19.0,0.42,247.0,41.4,46.0,0.5620256066322327
863,15.9,70.0,87000.0,5.0,0.91,150.0,28.4,4.0,0.45097243785858154
864,28.0,108.0,23000.0,10.0,0.32,183.0,41.4,47.0,0.6987726092338562
865,16.3,41.0,14000.0,8.0,0.1,413.0,20.4,7.0,0.5048725008964539
866,7.1,180.0,99000.0,3.0,0.73,344.0,6.0,6.0,0.6187669038772583
867,9.6,23.0,148000.0,20.0,0.78,240.0,24.4,25.0,0.5361714363098145
868,14.7,198.0,73000.0,19.0,0.8,159.0,4.2,50.0,0.9301348328590393
869,14.5,167.0,54000.0,19.0,0.27,377.0,4.9,26.0,0.548478364944458
870,18.2,182.0,256000.0,3.0,0.73,325.0,27.3,13.0,0.4571748673915863
871,9.3,114.0,212000.0,20.0,0.3,413.0,35.6,7.0,0.4522464871406555
872,26.1,78.0,97000.0,9.0,0.46,10.0,25.3,14.0,0.4445953965187073
873,25.6,52.0,278000.0,11.0,0.54,286.0,49.6,69.0,0.48083457350730896
874,11.7,137.0,203000.0,10.0,0.35,150.0,49.7,22.0,0.5957918167114258
875,23.3,1.0,59000.0,3.0,0.56,322.0,16.5,35.0,0.601424515247345
876,13.1,157.0,277000.0,9.0,0.38,351.0,10.0,28.0,0.6604300141334534
877,26.7,162.0,245000.0,20.0,0.68,447.0,42.3,48.0,0.848504364490509
878,15.9,168.0,107000.0,11.0,0.38,431.0,48.0,32.0,0.467208445072174
879,26.7,14.0,222000.0,14.0,0.28,391.0,18.5,60.0,0.7163841128349304
880,6.7,128.0,256000.0,14.0,0.4,477.0,1.1,16.0,0.5919570326805115
881,23.3,98.0,205000.0,5.0,0.66,385.0,43.1,63.0,0.5403239727020264
882,17.0,134.0,281000.0,10.0,0.39,297.0,37.0,54.0,0.751600444316864
883,4.5,83.0,295000.0,17.0,0.86,263.0,49.7,71.0,0.96720027923584
884,5.2,5.0,75000.0,14.0,0.85,186.0,24.9,17.0,0.5339407920837402
885,13.6,67.0,238000.0,1.0,0.01,445.0,48.3,42.0,0.9558727741241455
886,9.6,185.0,137000.0,16.0,0.68,184.0,21.8,16.0,0.5435717701911926
887,1.4,9.0,75000.0,2.0,0.51,162.0,3.3,10.0,0.9970994591712952
888,10.9,139.0,278000.0,6.0,0.74,417.0,4.5,33.0,0.6611042022705078
889,23.6,126.0,154000.0,16.0,0.46,81.0,35.6,13.0,0.5718611478805542
890,21.1,115.0,203000.0,17.0,0.3,126.0,23.9,10.0,0.3243460953235626
891,17.3,105.0,227000.0,20.0,0.49,409.0,8.4,76.0,0.6162521839141846
892,4.1,183.0,260000.0,14.0,0.49,155.0,48.4,27.0,0.7744496464729309
893,19.1,163.0,182000.0,13.0,0.55,89.0,34.7,95.0,0.5355269908905029
894,11.0,5.0,258000.0,15.0,0.93,42.0,33.3,33.0,0.6805887818336487
895,25.2,100.0,57000.0,11.0,0.74,445.0,23.0,1.0,0.42567881941795344
896,1.1,177.0,103000.0,15.0,0.72,42.0,3.1,11.0,0.6165336966514587
897,9.0,21.0,186000.0,17.0,0.98,218.0,40.9,33.0,0.6515896916389465
898,4.7,78.0,157000.0,6.0,0.96,235.0,6.1,8.0,0.5490025877952576
899,6.4,145.0,103000.0,15.0,0.32,84.0,19.7,21.0,0.5294036269187927
900,28.8,187.0,24000.0,8.0,0.96,319.0,11.5,3.0,0.4958744645118713
901,21.8,140.0,124000.0,13.0,0.4,86.0,47.6,88.0,0.4961110353469848
902,4.1,162.0,221000.0,3.0,0.27,129.0,3.2,52.0,0.874781608581543
903,8.8,53.0,292000.0,5.0,0.35,220.0,29.8,2.0,0.529883861541748
904,23.4,56.0,97000.0,4.0,0.5,13.0,38.7,20.0,0.6955145001411438
905,24.7,136.0,51000.0,19.0,0.11,13.0,20.1,60.0,0.4349992573261261
906,23.2,137.0,158000.0,3.0,0.58,327.0,25.1,37.0,0.48032015562057495
907,17.9,177.0,200000.0,16.0,0.24,105.0,40.2,39.0,0.6069201827049255
908,13.0,49.0,148000.0,9.0,0.82,219.0,30.5,2.0,0.4343429803848267
909,6.7,37.0,14000.0,19.0,0.14,422.0,30.4,15.0,0.5000320672988892
910,23.1,44.0,159000.0,15.0,0.31,58.0,23.1,82.0,0.49844071269035334
911,11.4,71.0,41000.0,15.0,0.9,89.0,15.3,94.0,0.5480711460113525
912,29.0,87.0,103000.0,6.0,0.17,255.0,26.8,8.0,0.5063836574554443
913,5.2,12.0,14000.0,18.0,0.48,399.0,25.2,24.0,0.49673902988433843
914,19.7,149.0,153000.0,9.0,0.93,462.0,2.0,22.0,0.5903033018112183
915,20.4,99.0,195000.0,8.0,0.92,451.0,33.4,64.0,0.5817431211471558
916,4.3,106.0,103000.0,8.0,0.6,259.0,17.9,11.0,0.5373747944831848
917,22.4,65.0,93000.0,13.0,0.58,182.0,34.5,38.0,0.8389579057693481
918,26.0,140.0,203000.0,20.0,0.7,144.0,16.1,31.0,0.8132472634315491
919,29.7,115.0,8000.0,3.0,0.94,45.0,8.6,28.0,0.7140595316886902
920,4.7,166.0,6000.0,16.0,0.41,337.0,31.3,72.0,0.5260506868362427
921,7.4,21.0,271000.0,17.0,0.69,89.0,11.3,63.0,0.6899439096450806
922,26.7,76.0,65000.0,4.0,0.44,31.0,1.5,19.0,0.6635292768478394
923,20.9,71.0,66000.0,2.0,0.45,2.0,43.1,84.0,0.9992830753326417
924,28.9,49.0,186000.0,12.0,0.39,199.0,15.9,42.0,0.7354008555412292
925,22.1,147.0,54000.0,12.0,0.8,379.0,17.3,17.0,0.6189209222793579
926,9.5,136.0,46000.0,2.0,0.2,217.0,12.4,25.0,0.8258184790611266
927,18.5,175.0,12000.0,2.0,0.61,120.0,34.7,95.0,0.9993780851364135
928,14.8,70.0,265000.0,6.0,0.75,102.0,31.3,62.0,0.820633053779602
929,1.1,84.0,103000.0,7.0,0.44,277.0,10.8,21.0,0.7624479532241821
930,15.3,127.0,103000.0,14.0,0.07,299.0,35.8,9.0,0.49971476197242737
931,28.4,91.0,119000.0,3.0,0.11,150.0,17.8,18.0,0.6168193817138672
932,29.1,57.0,148000.0,19.0,0.19,240.0,22.4,9.0,0.3666304647922516
933,1.2,120.0,14000.0,7.0,0.27,454.0,14.7,93.0,1.0
934,3.4,185.0,157000.0,20.0,0.06,45.0,34.6,57.0,0.8906497359275817
935,8.8,28.0,40000.0,3.0,0.89,285.0,3.7,36.0,0.6247281432151794
936,11.7,112.0,266000.0,17.0,0.54,331.0,7.8,82.0,0.6501873135566711
937,19.6,116.0,6000.0,11.0,0.77,320.0,42.5,82.0,0.5856116414070129
938,10.8,123.0,290000.0,18.0,0.69,359.0,1.3,3.0,0.4371529817581177
939,28.1,152.0,204000.0,10.0,0.91,13.0,47.2,54.0,0.9756966233253479
940,22.9,158.0,21000.0,20.0,0.69,223.0,36.3,46.0,0.552536129951477
941,24.7,27.0,95000.0,17.0,0.34,346.0,37.1,5.0,0.3880991041660309
942,1.2,193.0,71000.0,19.0,0.76,87.0,48.9,39.0,0.9999998807907104
943,28.4,108.0,266000.0,7.0,0.17,491.0,39.5,54.0,0.5809969305992126
944,28.4,167.0,103000.0,9.0,0.63,21.0,4.7,37.0,0.5423760414123535
945,24.7,187.0,256000.0,7.0,0.21,340.0,41.2,23.0,0.5063576698303223
946,25.7,2.0,289000.0,18.0,0.06,493.0,14.7,84.0,0.5630680918693542
947,1.8,197.0,97000.0,19.0,0.78,427.0,34.1,46.0,1.0
948,29.2,57.0,3000.0,13.0,0.11,101.0,37.9,66.0,0.4851624071598053
949,2.5,77.0,226000.0,2.0,0.59,330.0,37.8,88.0,0.9999875426292418
950,8.8,5.0,282000.0,19.0,0.36,274.0,6.2,47.0,0.6427938938140869
951,26.0,53.0,276000.0,3.0,0.9,422.0,35.5,15.0,0.448428213596344
952,15.5,42.0,59000.0,12.0,0.53,302.0,31.6,30.0,0.5279550552368164
953,11.4,126.0,157000.0,14.0,0.79,68.0,24.0,79.0,0.6400827765464783
954,26.5,134.0,256000.0,7.0,0.99,499.0,6.9,5.0,0.4341188073158264
955,18.0,156.0,205000.0,14.0,0.31,79.0,20.1,96.0,0.811518967151642
956,25.7,67.0,265000.0,2.0,0.61,364.0,10.6,40.0,0.9877299666404725
957,28.7,70.0,6000.0,4.0,0.01,498.0,46.0,18.0,0.7707633972167969
958,5.0,147.0,99000.0,12.0,0.99,351.0,21.8,33.0,0.588129460811615
959,9.0,111.0,276000.0,5.0,0.86,219.0,35.2,29.0,0.8236766457557678
960,21.5,125.0,88000.0,9.0,0.31,129.0,2.7,29.0,0.4931526184082032
961,30.0,10.0,163000.0,11.0,0.61,419.0,11.8,64.0,0.7074703574180603
962,5.5,88.0,212000.0,19.0,0.3,363.0,21.9,17.0,0.5837314128875732
963,26.2,122.0,51000.0,14.0,0.31,278.0,6.0,70.0,0.5463917255401611
964,26.4,181.0,54000.0,7.0,0.6,432.0,15.6,62.0,0.5424703359603882
965,27.7,179.0,283000.0,19.0,0.42,112.0,13.1,32.0,0.428793728351593
966,28.9,46.0,108000.0,17.0,0.34,58.0,35.1,82.0,0.5137122273445129
967,25.4,153.0,103000.0,19.0,0.65,64.0,11.9,42.0,0.5532578229904175
968,4.8,111.0,192000.0,1.0,0.84,216.0,12.2,8.0,1.690793514251709
969,19.0,136.0,167000.0,11.0,0.88,10.0,45.9,90.0,0.9991419911384583
970,16.5,188.0,158000.0,4.0,0.41,351.0,48.1,12.0,0.6327843070030212
971,28.8,68.0,272000.0,17.0,0.75,114.0,37.8,66.0,0.9924716949462891
972,23.6,2.0,34000.0,13.0,0.39,36.0,9.7,94.0,0.592208743095398
973,5.5,10.0,51000.0,20.0,0.02,479.0,36.4,90.0,0.8830224871635437
974,25.5,196.0,244000.0,6.0,0.76,470.0,30.2,41.0,0.9311243295669557
975,18.7,83.0,212000.0,17.0,0.63,422.0,40.7,36.0,0.4581483006477356
976,16.7,195.0,104000.0,11.0,0.2,105.0,15.2,4.0,0.43958854675292963
977,3.1,68.0,214000.0,11.0,0.79,178.0,31.5,60.0,0.8194797039031981
978,29.0,157.0,270000.0,1.0,0.89,342.0,34.6,36.0,0.8575081825256348
979,15.9,159.0,64000.0,9.0,0.33,332.0,47.0,88.0,0.5935880541801453
980,3.3,166.0,77000.0,4.0,0.22,360.0,11.4,67.0,0.8424925208091736
981,10.3,163.0,59000.0,15.0,0.63,119.0,4.8,77.0,0.5330398678779602
982,16.4,8.0,167000.0,1.0,0.41,422.0,35.6,74.0,0.7447269558906555
983,13.8,154.0,256000.0,3.0,0.73,297.0,11.1,41.0,0.8820776343345642
984,5.1,58.0,185000.0,20.0,0.81,156.0,1.6,46.0,0.6472472548484802
985,15.0,59.0,3000.0,13.0,0.22,90.0,18.7,60.0,0.4977167546749115
986,10.6,190.0,99000.0,8.0,0.61,10.0,38.9,11.0,0.5389374494552612
987,12.6,120.0,158000.0,6.0,0.16,141.0,12.1,22.0,0.5858423709869385
988,15.5,174.0,5000.0,7.0,0.1,490.0,44.6,7.0,0.5235663652420044
989,27.5,75.0,49000.0,10.0,0.28,309.0,17.7,45.0,0.7301573157310486
990,1.6,94.0,212000.0,14.0,0.77,372.0,1.4,4.0,0.6066111326217651
991,10.4,171.0,82000.0,17.0,0.89,344.0,42.0,42.0,0.5855391621589661
992,8.8,161.0,165000.0,12.0,0.89,38.0,7.8,23.0,0.5526821613311768
993,1.4,87.0,2000.0,9.0,0.41,187.0,40.2,47.0,0.9230174422264099
994,20.9,65.0,129000.0,18.0,0.49,294.0,44.3,36.0,0.777647852897644
995,23.1,55.0,195000.0,3.0,0.18,334.0,18.2,29.0,0.5503320097923279
996,6.1,71.0,40000.0,13.0,0.41,422.0,21.0,20.0,0.4817922413349152
997,21.8,162.0,158000.0,8.0,0.32,156.0,42.3,2.0,0.4302619993686676
998,3.9,191.0,247000.0,17.0,0.88,473.0,13.9,81.0,0.7344222664833069
999,15.6,76.0,114000.0,10.0,0.3,88.0,20.2,23.0,0.5879595279693604
1000,8.7,161.0,280000.0,13.0,0.12,339.0,27.7,88.0,0.8106712102890015
1001,14.0,151.0,283000.0,5.0,0.8,89.0,23.9,44.0,0.8494328856468201
1002,2.4,122.0,6000.0,18.0,0.7,294.0,26.9,17.0,0.5815684199333191
1003,4.1,168.0,16000.0,20.0,0.66,440.0,42.0,27.0,0.7564791440963745
1004,18.6,108.0,154000.0,19.0,0.29,99.0,26.9,10.0,0.3524836599826813
1005,1.5,17.0,142000.0,17.0,0.86,248.0,32.6,16.0,0.5746742486953735
1006,19.1,129.0,80000.0,8.0,0.53,333.0,23.8,11.0,0.5402370095252991
1007,4.8,104.0,225000.0,15.0,0.81,371.0,4.4,83.0,0.6849194169044495
1008,14.6,13.0,14000.0,18.0,0.94,400.0,31.5,46.0,0.782265603542328
1009,1.1,117.0,11000.0,3.0,0.04,407.0,41.3,94.0,0.9108430743217468
1010,10.5,145.0,103000.0,7.0,0.82,324.0,46.2,12.0,0.5424108505249023
1011,7.5,194.0,219000.0,19.0,0.46,225.0,20.2,68.0,0.6930659413337708
1012,29.5,37.0,172000.0,19.0,0.1,319.0,44.5,32.0,0.48868271708488464
1013,7.3,192.0,54000.0,11.0,0.03,390.0,44.8,41.0,0.8354663252830505
1014,28.0,100.0,299000.0,20.0,0.31,296.0,39.4,65.0,0.7708017230033875
1015,21.8,107.0,266000.0,11.0,0.35,489.0,22.9,77.0,0.47941103577613825
1016,23.3,185.0,158000.0,18.0,0.23,335.0,22.0,3.0,0.4346339702606202
1017,25.6,49.0,81000.0,3.0,0.92,455.0,30.3,56.0,0.7237769365310669
1018,16.9,181.0,283000.0,18.0,0.87,131.0,9.5,39.0,0.6387671232223511
1019,28.1,155.0,283000.0,20.0,0.49,129.0,2.7,33.0,0.5750855803489685
1020,28.4,44.0,127000.0,5.0,0.64,322.0,20.0,12.0,0.43193268775939947
1021,6.4,87.0,24000.0,8.0,0.13,359.0,20.3,91.0,0.6464258432388306
1022,27.6,82.0,154000.0,13.0,0.57,113.0,35.8,18.0,0.45331090688705444
1023,22.3,163.0,158000.0,9.0,0.52,349.0,26.4,11.0,0.40357452630996704
1024,24.0,140.0,103000.0,8.0,0.05,72.0,11.4,2.0,0.5188607573509216
1025,24.4,125.0,81000.0,19.0,0.91,385.0,25.2,2.0,0.41568323969841003
1026,8.7,69.0,116000.0,12.0,0.64,364.0,44.2,95.0,0.8946428298950195
1027,20.2,144.0,6000.0,4.0,0.83,308.0,13.6,76.0,0.6338270306587219
1028,29.4,44.0,127000.0,9.0,0.22,324.0,47.1,41.0,0.5146097540855408
1029,25.9,169.0,158000.0,10.0,0.6,371.0,26.6,14.0,0.6496052145957947
1030,22.2,181.0,158000.0,2.0,0.5,354.0,15.0,26.0,0.9314997792243958
1031,23.2,184.0,283000.0,9.0,0.99,116.0,33.4,58.0,0.5824235677719116
1032,12.7,139.0,112000.0,19.0,0.54,80.0,2.8,33.0,0.5447717308998108
1033,15.9,190.0,51000.0,20.0,0.93,270.0,11.3,18.0,0.5595927238464355
1034,1.1,86.0,148000.0,7.0,0.11,238.0,24.8,17.0,0.8431405425071715
1035,17.4,20.0,186000.0,19.0,0.46,222.0,2.9,43.0,0.5622249841690063
1036,7.9,148.0,81000.0,20.0,0.02,385.0,41.5,34.0,0.809163987636566
1037,2.7,185.0,81000.0,16.0,0.88,399.0,20.3,2.0,0.4475928544998169
1038,21.1,188.0,5000.0,16.0,0.08,325.0,18.7,27.0,0.45256277918815613
1039,5.4,103.0,250000.0,6.0,0.61,194.0,46.7,30.0,0.8645336627960205
1040,18.2,191.0,131000.0,11.0,0.62,52.0,10.0,7.0,0.4268958270549774
1041,6.9,123.0,257000.0,13.0,0.14,380.0,39.4,68.0,0.920563280582428
1042,26.6,66.0,197000.0,3.0,0.91,33.0,3.3,93.0,0.9606062173843384
1043,19.8,139.0,107000.0,15.0,0.68,277.0,20.5,39.0,0.5528154969215393
1044,14.7,109.0,51000.0,15.0,0.95,19.0,18.4,49.0,0.5970250368118286
1045,28.6,42.0,167000.0,5.0,0.08,319.0,24.2,49.0,0.6120287179946899
1046,28.6,52.0,186000.0,1.0,0.83,226.0,38.7,18.0,0.8421380519866943
1047,18.6,84.0,18000.0,3.0,0.72,205.0,33.3,28.0,0.6372498869895935
1048,24.0,44.0,128000.0,18.0,0.76,146.0,19.2,60.0,0.5467916131019592
1049,26.9,92.0,247000.0,19.0,0.75,82.0,35.9,27.0,0.4631547033786773
1050,5.6,45.0,12000.0,7.0,0.03,220.0,21.7,61.0,0.8112558126449586
1051,8.6,157.0,215000.0,2.0,0.87,266.0,43.6,69.0,0.9999995827674866
1052,18.8,162.0,8000.0,8.0,0.75,445.0,7.0,66.0,0.570099949836731
1053,24.1,176.0,283000.0,12.0,0.12,133.0,22.8,35.0,0.5008077025413513
1054,11.6,47.0,67000.0,2.0,0.55,87.0,46.0,5.0,0.7254091501235962
1055,6.1,158.0,112000.0,6.0,0.75,325.0,12.9,2.0,0.45173212885856623
1056,2.8,77.0,171000.0,15.0,0.59,288.0,39.4,72.0,0.8495569229125975
1057,18.1,34.0,81000.0,17.0,0.23,441.0,48.9,59.0,0.4760177433490753
1058,24.4,90.0,29000.0,7.0,0.33,280.0,32.9,75.0,0.5563824772834778
1059,4.8,85.0,27000.0,13.0,0.23,45.0,8.7,26.0,0.5368174314498901
1060,11.5,27.0,284000.0,12.0,0.77,53.0,42.2,64.0,0.8392820358276366
1061,7.0,96.0,295000.0,6.0,0.76,497.0,18.7,50.0,0.819351077079773
1062,11.3,77.0,195000.0,12.0,0.92,37.0,31.4,2.0,0.4359655678272248
1063,24.4,121.0,4000.0,4.0,0.09,459.0,36.0,1.0,0.5625653266906738
1064,15.6,122.0,290000.0,14.0,0.27,359.0,34.3,7.0,0.4107452630996704
1065,25.2,149.0,64000.0,16.0,0.31,331.0,48.7,92.0,0.9033833742141724
1066,27.8,9.0,8000.0,17.0,0.13,281.0,35.4,22.0,0.46640902757644653
1067,4.0,138.0,158000.0,8.0,0.58,289.0,21.8,23.0,0.6149755716323853
1068,1.4,6.0,288000.0,12.0,0.17,273.0,10.6,31.0,0.7578449845314026
1069,3.8,54.0,167000.0,9.0,0.05,146.0,38.8,91.0,0.9680559635162354
1070,26.6,143.0,266000.0,16.0,0.82,377.0,48.7,27.0,0.8103363513946533
1071,21.5,134.0,158000.0,19.0,0.42,304.0,40.4,51.0,0.49547478556633
1072,16.3,60.0,33000.0,5.0,0.85,304.0,24.3,20.0,0.5396072864532471
1073,26.2,68.0,170000.0,16.0,0.56,281.0,45.7,33.0,0.7660328745841981
1074,22.3,159.0,103000.0,7.0,0.89,79.0,13.0,12.0,0.4192662239074707
1075,27.7,97.0,57000.0,20.0,0.21,460.0,46.6,18.0,0.46768718957901
1076,4.0,129.0,103000.0,3.0,0.45,95.0,1.3,6.0,0.7569238543510437
1077,26.4,38.0,88000.0,15.0,0.61,11.0,4.4,10.0,0.5684672594070435
1078,14.1,178.0,81000.0,3.0,0.66,403.0,4.8,27.0,0.7214270830154419
1079,10.2,131.0,270000.0,8.0,0.6,476.0,14.8,46.0,0.7203715443611145
1080,29.2,22.0,132000.0,17.0,0.61,77.0,11.9,2.0,0.399208128452301
1081,28.2,180.0,81000.0,13.0,0.17,405.0,9.9,24.0,0.4675569236278534
1082,27.5,88.0,203000.0,8.0,0.7,132.0,30.4,14.0,0.7163183689117432
1083,18.3,99.0,24000.0,10.0,0.19,357.0,10.6,83.0,0.6503952741622925
1084,26.6,17.0,278000.0,12.0,0.5,218.0,42.8,96.0,0.8721768260002136
1085,18.4,92.0,194000.0,3.0,0.95,50.0,29.5,96.0,0.9470388293266296
1086,23.5,14.0,186000.0,2.0,0.61,233.0,12.3,19.0,0.9164591431617736
1087,13.3,86.0,203000.0,16.0,0.61,418.0,16.2,65.0,0.6238198280334473
1088,24.2,177.0,201000.0,18.0,0.58,152.0,9.1,71.0,0.558271586894989
1089,9.4,40.0,13000.0,9.0,0.52,437.0,40.9,44.0,0.5215514898300171
1090,28.2,12.0,132000.0,18.0,0.36,105.0,37.5,22.0,0.5905976295471191
1091,11.5,143.0,80000.0,17.0,0.5,241.0,36.8,3.0,0.4410376250743866
1092,28.7,144.0,158000.0,10.0,0.66,333.0,4.0,31.0,0.5466952919960022
1093,18.9,41.0,6000.0,3.0,0.39,359.0,3.2,66.0,0.8466370701789856
1094,19.5,43.0,125000.0,10.0,0.7,69.0,29.1,15.0,0.7019192576408386
1095,23.0,23.0,132000.0,15.0,0.24,60.0,2.8,19.0,0.42331388592720026
1096,23.9,57.0,291000.0,3.0,0.27,268.0,42.1,80.0,0.5653069615364075
1097,20.3,27.0,10000.0,7.0,0.22,208.0,13.1,22.0,0.4899679124355316
1098,10.6,179.0,99000.0,14.0,0.38,343.0,38.1,2.0,0.4479536712169647
1099,2.8,54.0,41000.0,6.0,0.33,112.0,43.8,98.0,0.8656952977180481
1100,18.8,60.0,148000.0,13.0,0.38,222.0,12.3,8.0,0.3761196434497833
1101,4.0,98.0,154000.0,12.0,0.88,99.0,40.2,22.0,0.6515011787414551
1102,22.8,51.0,88000.0,6.0,0.87,19.0,2.8,3.0,0.4834015369415284
1103,2.2,115.0,153000.0,16.0,0.31,443.0,5.0,36.0,0.5971037149429321
1104,29.8,59.0,159000.0,19.0,0.77,68.0,23.4,80.0,0.6168068647384644
1105,18.0,25.0,40000.0,14.0,0.24,261.0,15.3,99.0,0.663232684135437
1106,10.8,126.0,3000.0,16.0,0.4,467.0,36.4,24.0,0.45526933670043945
1107,2.4,37.0,13000.0,9.0,0.12,345.0,32.0,50.0,0.6488949656486511
1108,22.5,48.0,283000.0,6.0,0.7,437.0,22.0,8.0,0.5255988240242004
1109,18.2,97.0,57000.0,3.0,0.8,438.0,28.9,3.0,0.4548577964305877
1110,12.2,193.0,199000.0,13.0,0.44,293.0,24.3,21.0,0.5526331067085266
1111,24.4,16.0,255000.0,1.0,0.36,181.0,22.8,72.0,0.6675482988357544
1112,10.9,196.0,74000.0,7.0,0.35,201.0,4.8,10.0,0.5157632231712341
1113,13.2,95.0,103000.0,5.0,0.16,329.0,18.6,21.0,0.6030398607254028
1114,26.4,32.0,297000.0,7.0,0.73,247.0,16.8,93.0,0.7891780138015747
1115,27.5,122.0,265000.0,1.0,0.59,1.0,48.4,24.0,0.7989670038223267
1116,2.4,144.0,16000.0,8.0,0.94,400.0,23.5,11.0,0.5800438523292542
1117,19.3,178.0,139000.0,9.0,0.58,348.0,9.5,33.0,0.5375058054924011
1118,21.3,126.0,93000.0,16.0,0.21,198.0,7.9,72.0,0.7443583607673645
1119,3.8,92.0,128000.0,1.0,0.11,222.0,27.0,41.0,1.7813009023666384
1120,9.7,192.0,256000.0,8.0,0.38,338.0,15.1,4.0,0.4865972399711609
1121,16.7,172.0,158000.0,5.0,0.69,141.0,33.2,45.0,0.5471558570861816
1122,6.4,156.0,103000.0,2.0,0.44,45.0,39.0,42.0,0.9780135750770568
1123,25.9,120.0,57000.0,12.0,0.28,41.0,33.5,40.0,0.6700374484062195
1124,8.5,84.0,212000.0,1.0,0.98,404.0,20.4,24.0,1.3862696886062622
1125,6.5,126.0,18000.0,16.0,0.63,457.0,44.9,25.0,0.5265666842460632
1126,10.7,72.0,226000.0,7.0,0.85,366.0,14.4,53.0,0.6801642179489136
1127,28.4,120.0,212000.0,17.0,0.03,481.0,37.4,52.0,0.588502824306488
1128,25.9,189.0,198000.0,10.0,0.25,306.0,37.6,88.0,0.7868339419364929
1129,7.9,96.0,123000.0,11.0,0.64,275.0,20.4,27.0,0.5571072697639465
1130,11.6,18.0,248000.0,8.0,0.87,45.0,19.0,28.0,0.6348767876625061
1131,24.5,124.0,286000.0,17.0,0.88,476.0,4.7,6.0,0.4734083712100982
1132,27.0,123.0,57000.0,20.0,0.59,480.0,36.2,14.0,0.5954304337501526
1133,5.3,136.0,9000.0,11.0,0.46,465.0,13.5,57.0,0.5320727825164795
1134,4.1,120.0,229000.0,16.0,0.02,320.0,36.0,59.0,0.9597609639167786
1135,7.7,136.0,158000.0,6.0,0.37,143.0,20.0,14.0,0.6522786021232605
1136,14.7,170.0,68000.0,19.0,0.3,70.0,35.7,46.0,0.626804769039154
1137,13.0,75.0,148000.0,14.0,0.5,266.0,24.6,10.0,0.4722044467926025
1138,1.3,85.0,107000.0,12.0,0.98,431.0,45.1,92.0,1.0
1139,28.5,104.0,103000.0,20.0,0.09,308.0,16.2,13.0,0.4189214408397675
1140,4.4,64.0,195000.0,11.0,0.1,57.0,40.0,12.0,0.7755066156387329
1141,17.4,98.0,57000.0,12.0,0.49,445.0,47.5,33.0,0.7502286434173584
1142,25.0,184.0,256000.0,9.0,0.65,319.0,16.0,10.0,0.40468469262123113
1143,5.6,171.0,289000.0,5.0,0.74,107.0,23.4,55.0,0.8974084258079528
1144,6.0,92.0,201000.0,13.0,0.8,175.0,30.6,6.0,0.5562379360198975
1145,4.5,23.0,239000.0,14.0,0.2,355.0,28.9,100.0,0.9344756603240967
1146,12.9,106.0,232000.0,15.0,0.39,499.0,38.5,87.0,0.518470048904419
1147,12.9,56.0,108000.0,10.0,0.2,43.0,38.8,72.0,0.8818965554237367
1148,5.4,49.0,74000.0,10.0,0.41,125.0,9.3,25.0,0.5639111995697021
1149,23.5,42.0,148000.0,16.0,0.42,240.0,21.0,9.0,0.37755098938941956
1150,14.5,193.0,283000.0,11.0,0.45,116.0,30.7,41.0,0.4665201902389526
