,semiangle_cutoff,defocus,energy,max_iter,step_size,identical_slices_iter,slice_thicknesses,num_slices,NMSE
77,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
78,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
79,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
80,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
81,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
82,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
83,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
84,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
85,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
86,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
87,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
88,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
89,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
90,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
91,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
92,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
93,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
94,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
95,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
96,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
97,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
98,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
99,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
100,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
101,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
102,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
103,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
104,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
105,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
106,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
107,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
108,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
109,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
110,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
111,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
112,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
113,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
114,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
115,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
116,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
117,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
118,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
119,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
120,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
121,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
122,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
123,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
124,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
125,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
126,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
127,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
128,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
129,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
130,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
131,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
132,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
133,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
134,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
135,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
136,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
137,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
138,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
139,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
140,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
141,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
142,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
143,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
144,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
145,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
146,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
147,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
148,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
149,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
150,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
151,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
152,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
153,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
154,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
155,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
156,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
157,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
158,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
159,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
160,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
161,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
162,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
163,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
164,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
165,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
166,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
167,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
168,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
169,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
170,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
171,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
172,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
173,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
174,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
175,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
176,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
177,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
178,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
179,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
180,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
181,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
182,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
183,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
184,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
185,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
186,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
187,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
188,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
189,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
190,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
191,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
192,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
193,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
194,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
195,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
196,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
197,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
198,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
199,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
200,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
201,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
202,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
203,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
204,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
205,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
206,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
207,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
208,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
209,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
210,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
211,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
212,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
213,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
214,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
215,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
216,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
217,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
218,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
219,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
220,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
221,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
222,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
223,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
224,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
225,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
226,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
227,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
228,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
229,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
230,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
231,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
232,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
233,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
234,20.3,99.0,195000.0,20.0,0.36,39.0,24.4,8.0,0.3028002381324768
235,19.6,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30047452449798584
236,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
237,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
238,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
239,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
240,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
241,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
242,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
243,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
244,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
245,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
246,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
247,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
248,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
249,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
250,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
251,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
252,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
253,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
254,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
255,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
256,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
257,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
258,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
259,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
260,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
261,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
262,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
263,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
264,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
265,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
266,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
267,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
268,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
269,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
270,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
271,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
272,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
273,19.7,96.0,195000.0,20.0,0.32,398.0,22.3,9.0,0.30046340823173523
274,23.1,90.0,199000.0,20.0,0.35,6.0,24.3,8.0,0.3004355728626251
275,23.0,90.0,199000.0,20.0,0.35,6.0,24.3,8.0,0.3003450930118561
276,23.0,90.0,200000.0,20.0,0.35,6.0,24.3,8.0,0.3002237379550934
277,22.9,90.0,200000.0,20.0,0.35,6.0,24.3,8.0,0.3001372814178467
278,22.9,90.0,200000.0,20.0,0.35,7.0,24.3,8.0,0.2994411587715149
279,22.9,90.0,201000.0,20.0,0.35,7.0,24.3,8.0,0.29931533336639404
280,22.9,90.0,201000.0,20.0,0.35,7.0,24.3,8.0,0.29931533336639404
281,22.9,90.0,201000.0,20.0,0.35,7.0,24.3,8.0,0.29931533336639404
282,22.9,90.0,201000.0,20.0,0.35,7.0,24.3,8.0,0.29931533336639404
283,22.9,90.0,201000.0,20.0,0.35,7.0,24.3,8.0,0.29931533336639404
284,22.9,90.0,199000.0,20.0,0.35,7.0,24.3,9.0,0.2978672981262207
285,22.8,90.0,199000.0,20.0,0.35,7.0,24.3,9.0,0.2978195548057556
286,20.8,90.0,199000.0,20.0,0.35,7.0,24.3,9.0,0.2953115999698639
287,19.3,90.0,199000.0,20.0,0.35,7.0,24.3,9.0,0.2931154668331146
288,19.3,96.0,199000.0,20.0,0.35,7.0,24.3,9.0,0.2923245429992676
289,19.3,97.0,199000.0,20.0,0.35,7.0,24.3,9.0,0.2921939492225647
290,19.3,97.0,199000.0,20.0,0.35,8.0,24.3,9.0,0.2920688986778259
291,19.2,97.0,199000.0,20.0,0.35,8.0,24.3,9.0,0.2920154929161072
292,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
293,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
294,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
295,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
296,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
297,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
298,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
299,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
300,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
301,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
302,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
303,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
304,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
305,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
306,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
307,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
308,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
309,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
310,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
311,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
312,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
313,19.2,97.0,199000.0,20.0,0.34,8.0,24.3,9.0,0.291856586933136
