,0,ground truth,pred,R2&MAE,ground truth.1,pred.1,R2&MAE.1,ground truth.2,pred.2,R2&MAE.2,ground truth.3,pred.3,R2&MAE.3,ground truth.4,pred.4,R2&MAE.4,ground truth.5,pred.5,R2&MAE.5,ground truth.6,pred.6,R2&MAE.6,ground truth.7,pred.7,R2&MAE.7,ground truth.8,pred.8,R2&MAE.8,ground truth.9,pred.9,R2&MAE.9,ground truth.10,pred.10,R2&MAE.10,ground truth.11,pred.11,R2&MAE.11,ground truth.12,pred.12,R2&MAE.12,ground truth.13,pred.13,R2&MAE.13,ground truth,pred,R2&MAE
0,,0.1442989,0.16268688,0.9888,0.06521335,0.057667267,0.99535,0.07007405,0.013548732,0.99141,0.26277585,0.21441448,0.9964,0.1004985,0.15529373,0.99356,3.68387,3.8721225,0.92678,8.75942,7.338559,0.9712,7.283600000000001,6.1526284,0.87535,1.1088,0.5074603,0.64286,1.2661399999999998,1.4209585,0.91423,1.7375000000000005,2.2612662,0.91911,6.2817251,5.4722147,0.97505,4.2287,3.8863275,0.9522,1.0192,1.2339981,0.78125,0.7996,0.64278,0.90806
1,,0.12725465,0.17675227,0.0810638671423212,0.39257155,0.45428213,0.0374039039326301,1.4669498,1.4663069,0.0814186986086054,0.0483427,0.07536387,0.0487669031022848,0.357108,0.31500325,0.0447032516483718,0.1709999999999999,0.91526306,0.4576132388617775,1.41206,1.668621,0.4047879058460857,1.48245,2.3621979,0.6572965642473915,2.18468,3.117605,0.8945486394110391,1.81623,1.7887485,0.5416936036783997,0.1573,0.393641,0.3967678942496213,0.7013,0.6570314,0.2996506669665691,1.7105,1.9849358,0.3595067140435566,2.2372,2.1783605,0.4893502946144636,1.3141,1.2947094,0.4064719184858669
2,,0.05106915,0.0748089,,-0.03904775,0.008358818,,5.0176834,3.8589196,,0.00456415,0.035689406,,0.3135772,0.42190775,,3.4752,3.07069,,5.7542100000000005,5.3134804,,5.6759900000000005,5.355041,,1.06918,0.97934055,,0.853,0.25876692,,2.713,2.4882207,,3.9000133,3.5129557,,6.319,5.3379483,,0.668,0.8484266,,0.5226,1.0831244,
3,,0.42165485,0.3167627,,0.2129633,0.16406377,,0.2066569999999999,0.15267187,,-0.06189435,0.008186869,,-0.04104565,-0.041366044,,2.16373,1.4704164,,1.34365,0.9502053,,1.0985399999999998,0.93249613,,0.941,0.5942597,,5.4274,5.291965,,1.3925,1.3541071,,0.7596,0.27209923,,1.2506,1.1908001,,0.486,0.5585377,,3.6568020999999997,3.5987806,
4,,0.3206698999999999,0.141684,,0.0993538,0.110851064,,0.0750965,0.022932708,,0.13253005,0.07631331,,0.3511337,0.33501643,,3.01767,5.254615,,6.97623,6.9332285,,1.56794,3.597182,,2.29189,2.5604022,,1.3503699999999998,1.6040725,,1.7302000000000002,2.4586136,,5.7858086,5.6163692,,0.8205,1.3295953,,1.8882,1.5966399,,1.1953,1.4658548,
5,,-0.0685545,-0.036898963,,-0.06331405,-0.03733288,,-0.039922,-0.069784254,,-0.0115519,0.06603461,,0.3211055499999999,0.29323688,,5.21842,5.3432918,,4.9644900000000005,5.755558,,5.65521,5.7334595,,2.67352,3.6007476,,0.466,0.58806574,,3.6484952,3.7239628,,3.4108038,3.6856363,,4.1061484,4.035207,,2.5879,2.0835652,,0.43429999999999996,0.6287809,
6,,0.0834791499999999,0.096290655,,0.3042492499999999,0.3214053,,0.06403805,0.15940782,,0.1289557499999999,0.15784287,,0.0836795499999999,0.1142768,,3.95692,3.2929783,,1.47308,1.5135206,,4.63208,3.0302646,,0.183,0.820684,,2.37873,3.2181976,,1.9062,1.2994182,,1.2381,1.6130921,,2.8661,2.131099,,0.1532,0.75149053,,0.30929999999999996,1.1155933,
7,,0.0636051,0.07020647,,0.0599519,0.052272033,,0.3507542999999999,0.25930408,,0.2184813,0.26446986,,0.3803014999999999,0.3434326,,7.23668,7.280801,,6.77195,6.873826,,1.3977799999999998,1.732937,,3.17692,2.7175386,,4.41892,1.5652788,,5.6257745,5.6224585,,5.5303815,5.5399475,,1.7498,2.5192702,,0.5911,1.4356172,,3.7917,1.2203101,
8,,3.09402625,3.2542639,,0.15783605,0.16018935,,0.2906216,0.15420134,,0.2014331499999999,0.1512844,,0.19592115,0.23116423,,1.66944,1.8477924,,3.4591100000000004,3.2080486,,3.79222,3.636681,,3.69527,3.4473355,,3.57064,2.9960768,,2.0357,2.4997256,,2.7929,2.108602,,2.7858,2.4208884,,2.5571,1.9832339,,2.4011,2.4804087,
9,,0.07548095,0.10508139,,0.0262439999999999,0.0710028,,0.4677309,0.3868477,,3.5527409,3.4292667,,-0.0416825,-0.043770183,,2.7613600000000003,3.0687587,,2.10531,2.0130138,,3.23179,2.7829852,,2.46232,3.6241527,,5.77524,5.598627,,2.088,1.3736521,,1.4516,1.2247386,,2.0171,2.3441281,,2.252,2.110948,,4.1754547,3.8676176,
10,,4.1789589,3.6413677,,0.0417063,0.065482065,,0.06569445,0.0591548,,0.10451885,0.051653676,,0.12027625,0.073789254,,3.30081,2.0255578,,0.4449999999999999,0.45242816,,5.404039999999999,3.3249876,,1.3931999999999998,5.213698,,3.68963,4.534349,,3.301,2.4600232,,0.4155999999999999,0.23905373,,2.8105,1.841223,,1.1599862,4.0725355,,3.2124,4.2648096,
11,,0.3245153,0.20722288,,0.44997085,0.51423216,,0.418842,0.36526847,,0.17912335,0.20678672,,0.3129421999999999,0.2610209,,2.62066,3.6902814,,2.1201,2.404885,,4.11421,3.3608017,,2.0985,0.7962108,,0.4479999999999999,0.84463894,,1.7874,2.7441409,,2.6422,2.45184,,2.1435,2.4044616,,1.8225,0.42513674,,0.5985,0.7972174,
12,,-0.0697327,-0.030482525,,0.0775155,0.10447115,,0.15696765,0.10564339,,0.0415250999999999,0.091150336,,0.0531321499999999,0.1179519,,5.7734,5.320689,,3.56679,3.4040358,,1.92435,1.3493397,,1.67317,1.5221175,,0.883,1.5114808,,4.0212889,3.9730034,,0.4864,1.0227497,,0.541,0.28080836,,1.1848,1.2183697,,0.8555,1.0989286,
13,,0.2018153,0.26904547,,0.7016051,0.60897875,,0.27770195,0.22297001,,0.21405045,0.21909446,,0.0598196,0.015912216,,1.14636,1.3795664,,1.90824,1.5955105,,2.34403,3.5670288,,2.46279,2.734545,,5.7338,6.149646,,1.1394,1.1642692,,1.9175,2.0373454,,2.2407,2.5499384,,2.2751,1.9612163,,4.9679123,5.1793723,
14,,0.31500965,0.19411993,,0.2434576,0.20763774,,0.04769635,0.07540543,,0.0708063,0.0967344,,0.0512274499999999,0.012838546,,1.44744,1.4276311,,1.86032,1.665634,,1.7006899999999998,1.6624963,,1.24692,1.4592016,,1.87726,2.1609278,,1.0907,0.6301729,,0.9368,1.0550276,,1.1325,0.67740583,,1.0682,1.2557938,,2.3426,2.3070302,
15,,0.18291365,0.15829879,,0.0516058499999999,0.10183759,,0.0563769,0.01850086,,0.37935835,0.39713514,,0.10269365,0.09946819,,1.5843699999999998,1.6413647,,2.5469700000000004,2.7602112,,1.29673,1.6825514,,1.42015,2.2276208,,6.59258,6.2600336,,1.8393,1.2252346,,1.3213,1.3265995,,1.2693,1.2095205,,1.0353,1.0102216,,5.4904027,5.317523,
16,,0.20592505,0.21790606,,0.20092495,0.14829016,,-0.04128875,-0.0712191,,1.96713235,2.135903,,1.27466615,1.2194873,,3.85011,3.5975473,,1.99545,1.7734264,,5.02248,5.994645,,1.56208,1.6931014,,3.011,3.4887393,,1.81,1.8316896,,1.6452000000000002,1.6603018,,3.7211569,4.2604833,,1.2706,2.2261982,,2.5583,2.6431432,
17,,0.0519034,0.07943804,,0.2340501999999999,0.21956035,,0.1251827,0.09307289,,0.0564613,0.07053106,,0.08657605,0.07668716,,4.25331,3.8187404,,3.59201,2.8847935,,0.358,2.144356,,2.31283,1.8749459,,1.59842,1.6021981,,3.2912,2.2622805,,1.553,1.4298859,,0.0917999999999999,0.8533658,,1.7317,1.6793694,,1.3185,1.3673294,
18,,0.1008039,0.093358405,,0.06771205,0.060619246,,0.0616837,-0.0062984377,,0.1216936,0.05538576,,0.2012178,0.25033635,,2.33846,1.9201792,,7.41743,7.389141,,2.70424,2.5978372,,2.09059,2.7960086,,3.15871,3.1283941,,2.3461,1.61662,,5.7177389000000005,5.4396653,,2.0668,2.474039,,1.6919,1.6208758,,2.7775000000000003,2.059465,
19,,0.0844240999999999,0.07921041,,0.0992461499999999,0.11069353,,0.3481977,0.30231187,,1.7873012,1.675943,,0.23072135,0.11117515,,2.22292,2.1929526,,6.4752600000000005,6.927023,,2.44311,1.769055,,2.79149,2.9354815,,1.40567,1.0652636,,2.3616,2.0796542,,5.2749309,5.579236,,2.1868,1.7648692,,2.5127,2.2830586,,1.6525999999999998,1.4214922,
20,,0.0176166499999999,-0.011780554,,-0.0365234,0.0031822436,,-0.0317012,-0.06306782,,0.1483143999999999,0.072005324,,0.4063731,0.3872481,,5.49866,5.4530935,,5.32581,5.137391,,4.98869,4.6860104,,2.21786,2.3511407,,2.48974,2.0417614,,5.1051749,5.0299406,,3.5519425,3.3736267,,3.147045,3.333107,,1.8357,1.8735838,,0.9764,1.1227016,
21,,0.1143075,0.09614015,,0.1439106,0.18711574,,0.2074305,0.0973174,,0.14571495,0.14153254,,0.076833,0.12535053,,2.93609,1.8276007,,4.69052,5.0162077,,4.20055,3.8519874,,3.21347,2.3685544,,3.19504,4.347986,,2.5464,1.5536803,,3.2948,4.028543,,2.59,2.4105587,,2.2023,0.9880501,,0.501,2.237246,
22,,1.1469467999999998,0.90201294,,0.1430443,0.19369845,,0.25216805,0.33819756,,0.0218773,-0.03908343,,0.3455017999999999,0.34345323,,0.681,1.684199,,4.07166,2.8216913,,3.53291,3.4064107,,5.407679999999999,5.3424826,,2.4678500000000003,2.8445282,,0.6518999999999999,1.0478053,,2.1737,2.4520988,,2.3315,2.4825242,,4.999899,4.9707856,,1.9721,1.5888692,
23,,0.28473,0.17462033,,0.32033305,0.2457739,,0.34731125,0.26606598,,0.34701425,0.29099447,,0.1017540999999999,0.09211263,,2.70417,2.967223,,2.61127,3.1648896,,0.225,0.7922782,,1.29236,1.7817639,,6.781689999999999,6.383687,,2.3686,2.2646232,,2.7217,2.0655634,,0.2151,0.52275085,,1.242,0.9618612,,5.689432,5.3988624,
24,,1.8539167,2.0478966,,-0.0801865,0.024395835,,0.1659472,0.081980705,,0.1963846,0.13617504,,0.09718595,0.14310868,,3.1684,2.8409002,,1.10407,1.370211,,2.6240900000000003,3.3543859,,1.92054,1.9862746,,0.929,1.2728848,,2.9519,3.5692408,,1.1084,1.152312,,2.3987000000000003,2.4530876,,1.7486000000000002,1.4725935,,1.0862,1.0842444,
25,,0.2495100999999999,0.2341119,,0.53733745,0.4192261,,2.0838014,2.0017743,,0.09080205,0.049058728,,0.09093765,0.17556234,,0.638,1.4711616,,1.42094,2.466712,,2.06738,2.5081093,,1.90154,1.5983202,,2.01809,1.1661618,,0.5282,1.0094447,,1.1752,1.2730092,,2.2073,2.0386343,,1.395,1.4650834,,0.928,0.51992446,
26,,0.4142113,0.41055077,,0.00536895,0.03436322,,-0.0307969,-0.07632896,,-0.0688608,-0.049021877,,0.1247366999999999,0.17559458,,3.0058100000000003,3.306086,,0.819,1.0491725,,5.151109999999999,5.118452,,2.62371,5.7144747,,1.50883,2.5843096,,1.4832,1.881261,,1.0013,0.6523855,,3.4883984,3.5372555,,1.7602965000000002,3.7227106,,1.4307999999999998,1.623366,
27,,0.4195233,0.52182597,,0.1024328499999999,0.106059045,,2.94490945,2.749758,,0.1091558,0.024942987,,0.19593125,0.1796306,,0.958,0.9420734,,6.475619999999999,6.5161457,,5.055,4.310728,,6.25542,2.8558376,,2.37908,2.729546,,0.9541,1.2374738,,5.3842802,5.4179707,,4.8894,3.9651003,,2.2066,0.8361506,,2.4459999999999997,1.693139,
28,,0.48588985,0.54112184,,0.16197965,0.11941062,,0.02774735,-0.01118055,,0.2693667,0.23882818,,0.0501428,0.11197847,,4.03376,4.1034794,,2.96697,2.508619,,5.58457,5.5689125,,1.00623,0.799107,,1.3019600000000002,1.3091869,,3.0725,2.729582,,0.3377,1.402757,,5.1178202,5.101391,,1.1479,1.1253738,,1.0796999999999999,1.0907906,
29,,0.34198785,0.052458234,,0.0932698499999999,0.09002839,,0.1035268999999999,0.052118212,,0.15636185,0.109205715,,0.3488365999999999,0.33732674,,0.0332999999999999,0.55054826,,1.49868,1.6613728,,1.01015,1.1696895,,1.92384,1.8191949,,1.6972299999999998,2.5301023,,0.0284999999999999,0.3920611,,1.3419,1.3307427,,0.9943,1.0932978,,1.8887,1.4700792,,1.8458999999999999,1.7467325,
30,,1.1440564,1.1055865,,0.1851062,0.124519914,,0.4156076999999999,0.35159254,,0.06227225,0.01855307,,0.22937445,0.21612914,,1.35051,1.5871085,,1.07938,0.7128769,,1.46602,1.7785681,,2.54763,2.4696205,,3.7359,2.6525395,,1.1504,1.0206031,,0.6886,0.48524734,,1.4251,0.91687477,,2.2855,2.3778253,,2.5183,1.9676509,
31,,0.46155245,0.43706095,,0.20348325,0.18672077,,0.28618515,0.32693708,,0.1815909,0.116799705,,3.81744335,3.6403358,,3.02875,1.9706088,,3.11353,2.722689,,2.88406,2.7919176,,2.6048,3.8808787,,5.49557,5.737847,,1.7680999999999998,1.8560036,,2.4086,2.1139731,,1.8347,2.3548532,,1.7581,1.6302948,,5.606,5.564691,
