Ti,Nb,Al,Ge,Co,Au,Pd,Ni,Zn,Ga,Mo,Cu,Pt,Sn,Cr,Mn,Mg,Si,Fe,Ru,Rh,Hf,Ta,W,Re,Ir,Bi,Ef,Mag,AHC,condu,AHA,ene
0,18,0,0,4,0,0,53,0,0,11.5,0,0,0,0,0,0,0,4,0,9.5,0,0,0,0,0,0,0.034198785,0.17,3.33E-06,0.011681675,0.000285,-5041.341577
0,0,0,0,34,0,0,31,0,0,0,0,0,0,0,0,0,12,7,0,0,15,0,0,1,0,0,0.02693667,0.7176,0.000100623,0.008765507,0.011479,-7002.001556
0,0,0,0,47.5,16.5,0,2.5,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,8.5,5.5,0,0,0.037935835,1.2029,0.000142015,0.01371786,0.010353,-12769.36687
0,0,0,14.5,13,0,0,27,0,0,0,0,0,0,5,0,0,0,28,0,0,0,0,0,0,0,12.5,0.309402625,1.1356,0.000166944,0.008200943,0.020357,-8005.23091
0,0,0,0,62.5,0,0,9,0,0,0,0,0,0,1.5,0,0,0,5,0,0,0,3,0,0,19,0,0.02007913,1.149,0.000458359,0.030186451,0.015184,-9898.128594
0,0,0,0,3.5,0,0,30.5,0,0,0,9.5,14.5,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0.00796854,1.413,0.000778658,0.041970302,0.018553,-7758.475659
0,2,0,0,1.5,0,13.5,54,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,16,0,0,0,0.0332334,0.4631,2.58E-05,0.010947738,0.002361,-8703.940021
0,0,0,20,31.5,0,0,26,0,0,0,0.5,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0.009080205,1.2186,0.000190154,0.013631077,0.01395,-3084.941029
0,13,0,0,27,4.5,0,0.5,0,0,15.5,0,0,0,0,0,0,0,39.5,0,0,0,0,0,0,0,0,0.0418842,1.1259,0.000411421,0.019194229,0.021435,-5736.199904
0,0,0,1,15.5,21.5,0,28,0,0,0,0,0,0,0,0,0,0,19.5,0,0,0,0,0,14.5,0,0,0.034731125,0.8862,2.25E-05,0.010459363,0.002151,-14860.97343
0,0,0,0,1.5,0,0,47,0,0,0,0,0,10,0,0,21,0,12,0,0,0,0,0,0,0,8.5,0.20838014,0.5241,0.000206738,0.009366277,0.022073,-6765.485174
0,0,0,0,12.5,7,0,32,0,0,0,0,0,3.5,0,0,0,0,33.5,0,0,0,0,0,11.5,0,0,0.029665365,1.167,0.00012191,0.010636749,0.011461,-9118.919622
0,0,0,0,35,0,0,10,0,0,21.5,0,0,0,9,0,0,0,18,0,0,0,0,0,6.5,0,0,0.039257155,0.6354,0.000141206,0.020133858,0.007013,-5841.625679
0,0,0,0,33,0,0,15.5,0,0,0,0,0,0,0,0,20.5,0,26.5,0,4,0,0,0,0,0.5,0,0.01545058,1.3422,0.000365092,0.026993241,0.013525,-2709.272968
0,20.5,0,0,23,0,0,10.5,0,0,11,0,0,0,0,0,0,0,29,0,0,0,0,0,6,0,0,0.046155245,0.8327,0.000302875,0.017130348,0.017681,-6162.048018
0,0,4,0,16.5,0,0,11,10.5,0,0,0,0,0,24.5,0,0,0,33.5,0,0,0,0,0,0,0,0,0.01247367,0.711,0.000150883,0.010545226,0.014308,-2558.750207
0,0,0,0,51.5,0,0,4.5,0.5,0,0,10.5,0,0,0,0,0,0,4,0,0,0,29,0,0,0,0,0.053733745,0.6563,0.000142094,0.012091305,0.011752,-11102.66423
0,0,0,0,16,7.5,0,17.5,0,0,0,0,0,9.5,0,0,0,0,29,20.5,0,0,0,0,0,0,0,0.027770195,1.1696,0.000234403,0.010461167,0.022407,-7605.734578
0,9,10,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,38,9,0,0,0,0,0,0,0,0.01659472,1.1712,0.000262409,0.010939772,0.023987,-3507.625676
0,0,0,0,13,0,0,33,0,0,0,20,0,0,0,0,0,0,30,2,0,0,0,0,0,0,2,0.05904336,1.1863,0.000467994,0.020538678,0.022786,-3836.235029
0,0,0,0,22.5,23.5,0,18.5,0,0,0,0,4.5,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0.02340502,1.1793,0.000359201,0.023129333,0.01553,-13278.64418
0,0,0.5,0,5.5,0,0,51.5,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3.5,20,0,0.01809512,0.8529,0.000282871,0.014732704,0.0192,-10519.42652
0,0,0,0,43,0,0,19,0,0,0,0,0,0,0,0,0,18.5,16,0,0,0,3.5,0,0,0,0,0.009326985,1.1124,0.000149868,0.011168622,0.013419,-3384.75069
0,0,0,25.5,44,0,0,13,0,0,0,0,0,0,0,2.5,0,0,15,0,0,0,0,0,0,0,0,0.01483144,1.2551,0.000221786,0.012081557,0.018357,-3131.976926
0,0,0,0,18.5,0,0,38,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,23.5,0,0,3,0.11469468,0.6317,6.81E-05,0.010446469,0.006519,-11278.10126
0,0,15.5,0,8.5,0,0,36,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,13,0,0,0,0.0206657,0.7743,0.000109854,0.008784349,0.012506,-6584.763061
0,22.5,0,0,9.5,0,0,31.5,5,0,0,0,0,0,0,0,0,0,23,8.5,0,0,0,0,0,0,0,0.03511337,0.6828,0.000135037,0.011296955,0.011953,-4477.591558
0,0,0,16.5,45,0,0,0,0,0,0,6.5,0,0,0,0,0,0,17.5,0,0,0,9.5,0,0,0,5,0.14669498,1.1443,0.000148245,0.008666794,0.017105,-7734.461157
0,0,0,0,25,0,11,15,0,0,0,0,0,0,0,0,8.5,0,37,0,0,3.5,0,0,0,0,0,0.01430443,1.456,0.000407166,0.018731671,0.021737,-4296.1221
0,3.5,0,6,4.5,0,0,57.5,0,0,0,0,0,0,0,0,0,0,15.5,13,0,0,0,0,0,0,0,0.012895575,0.7232,1.83E-05,0.011944263,0.001532,-3966.544826
20,0,0,0,7,0.5,0,20,17.5,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0.005122745,0.8648,0.000187726,0.008013448,0.023426,-2855.03375
18,1.5,0,0,16.5,0,0,9,0,0,0,0,20.5,0,0,0,0,0,34.5,0,0,0,0,0,0,0,0,-0.00115519,1.0524,0.000267352,0.010330969,0.025879,-9597.073123
0,0,0,0,32,0,0,25,0,0,0,0,0,0,6.5,0,0,0,21.5,0,10.5,0,0,4.5,0,0,0,0.01626452,1.0039,0.000201385,0.016366495,0.012305,-4796.027865
0,0,15.5,0,26,0,0,25.5,0,0,0,0,0,0,0,0,0,4,24,0,0,0,0,5,0,0,0,0.00563769,1.0177,0.000129673,0.010216094,0.012693,-3826.283643
