,0,ground truth,pred,R2&MAE,ground truth.1,pred.1,R2&MAE.1,ground truth.2,pred.2,R2&MAE.2,ground truth.3,pred.3,R2&MAE.3,ground truth.4,pred.4,R2&MAE.4,ground truth.5,pred.5,R2&MAE.5,ground truth.6,pred.6,R2&MAE.6,ground truth.7,pred.7,R2&MAE.7,ground truth.8,pred.8,R2&MAE.8,ground truth.9,pred.9,R2&MAE.9,ground truth.10,pred.10,R2&MAE.10,ground truth.11,pred.11,R2&MAE.11,ground truth.12,pred.12,R2&MAE.12,ground truth.13,pred.13,R2&MAE.13,ground truth,pred,R2&MAE
0,,0.1381896,0.07758269,0.98302,0.0130332,0.06381738,0.98306,0.2034427499999999,0.14652386,0.99137,0.0535038,0.16185454,0.94296,0.07282765,0.0057748007,0.90782,3.82983,3.2948449,0.93792,2.96882,3.7510316,0.96102,1.92274,5.35304,0.88124,10.528200000000002,10.362926,0.94946,11.2488,11.068641,0.93872,2.6297815,2.4349563,0.9397,3.3463565,2.2267842,0.92482,1.9404568,4.542577,0.8717,8.8889048,8.186936,0.94673,6.7653519,6.665319,0.89312
1,,0.20366705,0.19572623,0.0658812805803207,0.2762851,0.27223787,0.0242842031673674,-0.0439156,-0.10824596,0.0721049741369434,0.2049640499999999,0.3120563,0.1559639254783894,0.3300858,0.42016444,0.1936734413064507,5.44494,3.9311287,0.7508373074795337,3.24283,3.104469,0.5691469255569133,2.51317,2.5471365,0.9571500909257972,3.5590300000000004,5.3020887,0.6947473837182878,4.68521,4.580645,0.5768030224804166,5.385234199999999,3.9308403,0.5076943539464098,2.4796612,1.8291376,0.5245179518883237,1.4081276,1.5326979,0.7591895317283961,3.0207052,3.5541701,0.6298310741291125,2.7183563,3.4442544,0.666028515985432
2,,0.08434715,0.10144974,,0.05522725,0.0630565,,0.0531130999999999,0.055613138,,0.0542075,0.15493417,,0.2736021,0.059761588,,11.0184,10.778508,,10.8697,11.1450615,,3.3661200000000004,3.1136148,,10.3163,10.296951,,3.21768,4.0731196,,7.271883799999999,7.2192974,,6.4364591,6.4967484,,0.9496085,1.8202457,,8.8625559,8.254936,,3.5511433,3.3481174,
3,,0.1258095,0.22604243,,0.18499915,0.1730341,,0.2188524999999999,0.5752436,,0.108177,-0.03364361,,0.0676744,0.054954827,,3.60819,3.2234654,,3.34085,3.671588,,1.73525,4.10307,,3.5987600000000004,2.9385085,,8.76817,8.589023,,2.3149072,2.0531802,,2.9255425,3.15386,,1.6223162,2.7644055,,1.3018481,2.410098,,8.6374494,8.779268,
4,,0.04886265,0.088509865,,0.3280479,0.3410004,,0.14050915,0.16388094,,0.1147683499999999,0.2809814,,0.0913472499999999,0.039078105,,2.77195,3.1661062,,5.46818,4.2938213,,1.2785,5.2559423,,2.17948,3.3565261,,10.4335,10.439118,,1.3840304,2.126405,,6.9846563,4.3115625,,1.1972566,4.1874347,,1.5301176,1.3413028,,7.3948798,7.3673825,
5,,0.2559682,0.22320952,,0.07054,0.06955254,,3.9201118,3.634864,,0.1701337,0.30025023,,1.05947955,1.3940467,,3.12645,4.797357,,10.1274,9.803466,,3.64609,3.7424843,,9.74745,9.891742,,5.12835,4.1523137,,3.0508219,3.4049,,8.1495395,7.165004,,4.642913,4.7390504,,5.9093355,5.584832,,3.7536631000000003,2.759931,
6,,1.63435505,1.5674597,,0.0882986499999999,0.09264222,,0.04808415,0.044864096,,-0.0647118,-0.05887986,,0.17903375,0.13043591,,6.650449999999999,8.621939,,3.04147,3.5983305,,11.0687,10.518115,,2.85122,2.870933,,9.1111,9.095714,,6.0145347000000005,6.4311147,,3.3508012,2.7284203,,6.0272881,6.573469,,1.6094127,1.9573148,,5.720844,5.7403984,
7,,0.09546425,0.16861947,,0.0241233,0.048779547,,0.17958555,0.19912136,,0.2883792,0.53173447,,4.4237974,2.677137,,4.49183,3.7724478,,3.01576,2.886282,,9.13853,8.70972,,4.07705,3.3983397,,7.02824,4.1004243,,2.1281906,1.9914302,,2.2534334,2.018123,,5.7342271,5.790244,,1.5113363,3.163789,,7.963900799999999,5.2243934,
8,,0.0539796,0.06891425,,0.07674625,0.078220874,,0.31996505,0.31067625,,0.10304875,0.08563947,,0.07352945,0.051431436,,10.3889,10.285474,,7.13351,6.2243013,,3.43275,3.7329898,,4.7173300000000005,3.4423795,,10.9637,10.890447,,8.8758321,8.656354,,5.775893,5.789959,,2.5771627,3.1277034,,4.6321845,3.034159,,7.221720299999999,7.145674,
9,,0.408919,0.22344841,,0.00888025,0.05811219,,0.23839715,0.21180812,,0.3219131,0.36866578,,3.5794069,2.6455743,,3.36403,3.3551064,,6.68683,8.790201,,2.38698,2.4987812,,4.265350000000001,3.4759915,,1.78393,3.2420902,,2.8419726,3.0927815,,7.554711899999999,8.414777,,2.7102832,2.2501369,,3.0254417,3.0669158,,2.6233052,3.3739336,
10,,0.26344575,0.20257367,,0.0229241,0.02279839,,0.0807895,0.07768955,,1.2068707,0.8244041,,0.14075835,0.23801187,,3.4174900000000004,3.59603,,8.54129,8.680737,,8.95175,8.682104,,8.24071,8.3562,,3.86713,5.3138604,,2.8670312,2.5714507,,7.2777725,7.475724,,5.5193001,5.0843825,,7.0164303,5.766455,,0.9949351000000001,3.0402248,
