,0,ground truth,pred,R2&MAE,ground truth.1,pred.1,R2&MAE.1,ground truth.2,pred.2,R2&MAE.2,ground truth.3,pred.3,R2&MAE.3,ground truth.4,pred.4,R2&MAE.4,ground truth.5,pred.5,R2&MAE.5,ground truth.6,pred.6,R2&MAE.6,ground truth.7,pred.7,R2&MAE.7,ground truth.8,pred.8,R2&MAE.8,ground truth.9,pred.9,R2&MAE.9,ground truth.10,pred.10,R2&MAE.10,ground truth.11,pred.11,R2&MAE.11,ground truth.12,pred.12,R2&MAE.12,ground truth.13,pred.13,R2&MAE.13,ground truth,pred,R2&MAE
0,,0.31324325,0.22918718,0.79908,2.2609282,2.3902495,0.98954,0.0456265999999999,0.17684434,0.98036,0.2713290499999999,0.27597648,0.98159,0.6475996500000001,0.38949084,0.96472,3.69991,3.5213752,0.82175,1.65743,2.414203,0.80777,3.75248,4.2001944,0.92388,4.56719,4.9479904,0.88201,3.47126,3.7584808,0.87923,3.2313573,3.0071592,0.82276,2.1763732,3.7774272,0.78645,1.0692998,2.962906,0.83316,3.3229513,3.9671886,0.79979,3.4961153,4.314059,0.86331
1,,0.0130332,-0.0030559767,0.1729213779049773,0.0964251,0.15039569,0.1359197506533868,0.28644675,0.17987509,0.0935283064132404,0.3430075999999999,0.48026896,0.1362066020486324,0.20866485,0.14464106,0.1404335302596722,2.96882,3.7007046,0.6205475441052838,7.920820000000001,6.5057597,1.0212550409353935,2.51296,2.8299015,0.4937769228274027,4.58148,4.2989697,0.568139199425482,3.41152,4.09527,0.6905809895250874,3.3463565,3.0444713,0.5683043432917932,4.2014946,4.7240233,0.6905748551478723,2.4127834,2.5785363,0.5906611148256936,3.0825116,3.2112134,0.6018644278407437,2.7785523,2.918642,0.5282037183915662
2,,0.0382284,0.14505921,,0.2658327,0.23155808,,0.21255185,0.24707729,,0.3280479,0.41378242,,0.2254246999999999,0.083246484,,5.50551,5.5496097,,2.58783,2.6940827,,4.410880000000001,4.434409,,5.46818,4.7515993,,3.18525,3.7725718,,5.068277999999999,4.3583403,,2.2778515,2.5017223,,5.9721385,4.992628,,6.9846563,4.405673,,2.6034797,2.6213872,
3,,0.27125515,0.4304015,,0.0163613,-0.056965522,,0.627867,0.46339366,,0.3266761499999999,0.41019854,,0.2755809999999999,0.38988227,,2.8801500000000004,3.4896743,,4.16906,4.5250564,,6.09746,5.5629244,,2.8231,3.3498032,,4.01511,3.3150325,,2.257139,2.8719478,,1.3643897,1.8017745,,3.9851713,3.9386535,,3.5163065,3.3426695,,4.3911677000000005,3.549022,
4,,0.0297200499999999,0.17467889,,0.33433195,0.2593487,,0.0843887,0.113366574,,0.33094865,0.27747822,,0.22500755,0.22715886,,2.89374,2.507643,,2.39151,3.465519,,3.22931,3.5715218,,2.7491100000000004,2.9169984,,4.56213,4.5726123,,2.2817496,2.1314383,,2.4970286,3.0509992,,3.7940061,3.5332613,,2.3035208000000003,1.807706,,4.7181053,4.4719386,
5,,0.2188524999999999,0.21615696,,0.26344575,0.26600784,,0.0512166,0.09348315,,3.9201118,3.227978,,0.5446459499999999,0.5162518,,1.73525,3.3212855,,3.4174900000000004,2.9427078,,2.38439,1.9963924,,3.64609,2.5272253,,9.67359,5.85389,,1.6223162,3.1362438,,2.8670312,3.0047507,,2.9594866,2.1570487,,4.642913,5.967338,,3.052762,2.575812,
6,,0.1142411999999999,0.24363641,,0.3733436,0.3309347,,0.2559682,0.14013392,,0.0807895,0.20594577,,0.23408655,0.2680506,,4.71867,5.91524,,4.49043,5.1372466,,3.12645,4.127252,,8.95175,9.421815,,2.50008,2.6722867,,2.9966251,3.5192893,,3.5091368,3.381713,,3.0508219,2.928515,,5.5193001,5.4798694,,3.0695818,3.0953674,
7,,2.5620034,2.3618526,,0.1200745999999999,0.23459274,,0.31996505,0.2576491,,0.1941901,0.1962667,,0.0780889999999999,0.13426055,,3.5760300000000003,4.10648,,0.347,3.7743106,,3.43275,3.4364874,,3.319,3.7623022,,3.51548,3.863693,,5.4496482,4.9757185,,0.2955049999999999,2.2583866,,2.5771627,2.7480323,,2.5126269,2.9631944,,0.8557649,1.1125944,
8,,0.02936665,0.28640902,,0.0260672,-0.02153831,,-0.0339866,0.088364065,,0.0721437,0.056971896,,0.0108565,0.11592902,,4.52553,3.8902802,,7.36427,4.9599223,,3.93601,3.5803862,,3.77646,4.8047066,,3.2765000000000004,2.8854206,,2.7708269,3.4187622,,4.4302581,3.3632793,,1.6950982,2.0189319,,0.7218149,1.5465428,,1.9842052999999997,2.0750606,
9,,0.1326603,0.27252722,,0.2736021,0.25764972,,0.384965,0.23330876,,0.0578168,0.21829776,,0.2049640499999999,0.29807758,,3.99966,4.844509,,3.21768,3.7024002,,3.78611,4.1430964,,2.47048,2.2295492,,3.5590300000000004,4.990196,,2.6450051,3.1919632,,3.5511433,1.9362028,,3.7190431,3.7370253,,2.203666,1.8814468,,3.0207052,2.5753524,
